article_id,entity,entity_type,topic,sentiment
426824,"nearly 2,000",CARDINAL,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Starbucks,ORG,5,-0.9952
426824,March 8,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,AWS,ORG,5,-0.9952
426824,Amazon,ORG,5,-0.9952
426824,third,ORDINAL,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,New World,ORG,5,-0.9952
426824,Amazon,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,AWS,ORG,5,-0.9952
426824,Amazon,ORG,5,-0.9952
426824,third,ORDINAL,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,New World,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,March 6,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Stephen J. Squeri,PERSON,5,-0.9952
426824,Earlier today,TIME,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,American Express,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russian,NORP,5,-0.9952
426824,American Express,ORG,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,U.S.,GPE,5,-0.9952
426824,American,NORP,5,-0.9952
426824,March 6,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Netflix,ORG,5,-0.9952
426824,American,NORP,5,-0.9952
426824,March 5,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Mastercard,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,more than 25 years,DATE,5,-0.9952
426824,nearly 200,CARDINAL,5,-0.9952
426824,American,NORP,5,-0.9952
426824,March 5,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Al Kelly,ORG,5,-0.9952
426824,Visa,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,IT & mobile,ORG,5,-0.9952
426824,March 5,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,American,NORP,5,-0.9952
426824,March 4,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Brad Smith,PERSON,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,March 4,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,American,NORP,5,-0.9952
426824,March 4,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russian,NORP,5,-0.9952
426824,Origin,PERSON,5,-0.9952
426824,EA,ORG,5,-0.9952
426824,March 4,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Shantanu Narayen,PERSON,5,-0.9952
426824,Adobe,PERSON,5,-0.9952
426824,Adobe,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,American,NORP,5,-0.9952
426824,March 3,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,German,NORP,5,-0.9952
426824,Status,ORG,5,-0.9952
426824,March 3,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russian,NORP,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,the Group Board of Management of Volkswagen AG,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russian,NORP,5,-0.9952
426824,Kaluga,GPE,5,-0.9952
426824,Nizhny Novgorod,PERSON,5,-0.9952
426824,Swedish,NORP,5,-0.9952
426824,Dutch,NORP,5,-0.9952
426824,March 3,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Inter IKEA Group,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Inter IKEA Group,ORG,5,-0.9952
426824,IKEA Industry,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Status,ORG,5,-0.9952
426824,March 2,DATE,5,-0.9952
426824,Familia,GPE,5,-0.9952
426824,Russian,NORP,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russian,NORP,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,"The TJX Companies, Inc.",ORG,5,-0.9952
426824,TJX,ORG,5,-0.9952
426824,Familia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,"March 2, 2022",DATE,5,-0.9952
426824,Doug Mizzi,PERSON,5,-0.9952
426824,Scott Goldenberg,PERSON,5,-0.9952
426824,Familia,GPE,5,-0.9952
426824,Board of Directors,ORG,5,-0.9952
426824,TJX,ORG,5,-0.9952
426824,Familia,GPE,5,-0.9952
426824,TJX,ORG,5,-0.9952
426824,Familia,GPE,5,-0.9952
426824,March 2,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,H&M Group,ORG,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,H&M Group,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Comcast,ORG,5,-0.9952
426824,the NBCUniversal Film and Entertainment,ORG,5,-0.9952
426824,NBCUniversal,ORG,5,-0.9952
426824,March 1,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Universal Pictures,ORG,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,American,NORP,5,-0.9952
426824,Paramount Global,ORG,5,-0.9952
426824,March 1,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,The Lost City,GPE,5,-0.9952
426824,Sonic,NORP,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Google,ORG,5,-0.9952
426824,March 1,DATE,5,-0.9952
426824,RT & Sputnik YouTube's,ORG,5,-0.9952
426824,Europe,LOC,5,-0.9952
426824,March 11,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Feb. 28,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Morbius,ORG,5,-0.9952
426824,Sony Pictures Entertainment,ORG,5,-0.9952
426824,The Walt Disney Company,ORG,5,-0.9952
426824,American,NORP,5,-0.9952
426824,ABC News,ORG,5,-0.9952
426824,Feb. 28,DATE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Pixar,PERSON,5,-0.9952
426824,NGO,ORG,5,-0.9952
426824,Feb. 27,DATE,5,-0.9952
426824,Ukraine,GPE,5,-0.9952
426824,Belarus,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,Russia,GPE,5,-0.9952
426824,ABC News',ORG,5,-0.9952
426824,Justin Gomez,PERSON,5,-0.9952
426824,Will Kim,PERSON,5,-0.9952
426824,Christine Theodorou,PERSON,5,-0.9952
426824,William Gretsky,PERSON,5,-0.9952
426824,Zunaira Zaki,PERSON,5,-0.9952
426824,Alexandra Faul,PERSON,5,-0.9952
426824,Victor Ordonez,PERSON,5,-0.9952
426824,Matt Foster,PERSON,5,-0.9952
426824,Isabella Murray,PERSON,5,-0.9952
426824,Peter Madden,PERSON,5,-0.9952
436119,Boston,GPE,8,0.9267
436119,BOSTON,GPE,8,0.9267
436119,Boston,GPE,8,0.9267
436119,Saturday,DATE,8,0.9267
436119,evening,TIME,8,0.9267
436119,Boston Emergency Medical Services,ORG,8,0.9267
436119,one,CARDINAL,8,0.9267
436119,second,ORDINAL,8,0.9267
436119,WCVB-TV,ORG,8,0.9267
436119,ninth,ORDINAL,8,0.9267
436119,John Moriarty & Associates,ORG,8,0.9267
436119,Boston Fire,ORG,8,0.9267
436119,Jack Dempsey,PERSON,8,0.9267
436119,Dempsey,PERSON,8,0.9267
436119,Boston,GPE,8,0.9267
436119,Michelle Wu,PERSON,8,0.9267
436119,Dempsey,PERSON,8,0.9267
436119,the Boston Inspection Services,ORG,8,0.9267
436119,Suffolk County,GPE,8,0.9267
436119,Kevin Hayden,PERSON,8,0.9267
436119,John Moriarty & Associates,ORG,8,0.9267
436119,the Boston Police Department,ORG,8,0.9267
436119,EMS,ORG,8,0.9267
578564,Chinese,NORP,8,-0.5423
578564,Australian,NORP,8,-0.5423
578564,China,GPE,8,-0.5423
578564,August 2020,DATE,8,-0.5423
578564,next week,DATE,8,-0.5423
578564,Australian,NORP,8,-0.5423
578564,Saturday,DATE,8,-0.5423
578564,"March 30, 2022",DATE,8,-0.5423
578564,BEIJING,GPE,8,-0.5423
578564,Chinese,NORP,8,-0.5423
578564,Australian,NORP,8,-0.5423
578564,China,GPE,8,-0.5423
578564,August 2020,DATE,8,-0.5423
578564,next week,DATE,8,-0.5423
578564,Australian,NORP,8,-0.5423
578564,Saturday,DATE,8,-0.5423
578564,Cheng Lei,PERSON,8,-0.5423
578564,China,GPE,8,-0.5423
578564,CGTN,ORG,8,-0.5423
578564,Chinese,NORP,8,-0.5423
578564,Australia,GPE,8,-0.5423
578564,Thursday,DATE,8,-0.5423
578564,Australian,NORP,8,-0.5423
578564,Marise Payne,PERSON,8,-0.5423
578564,The National Press Clubs,ORG,8,-0.5423
578564,the United States,GPE,8,-0.5423
578564,Australia,GPE,8,-0.5423
578564,CGTN,ORG,8,-0.5423
578564,last year,DATE,8,-0.5423
578564,U.S. National Press Club,ORG,8,-0.5423
578564,Australia,GPE,8,-0.5423
578564,Cheng,PERSON,8,-0.5423
578564,Payne,ORG,8,-0.5423
578564,March 21,DATE,8,-0.5423
578564,Cheng,PERSON,8,-0.5423
578564,China,GPE,8,-0.5423
578564,the University of Queensland,ORG,8,-0.5423
578564,Australia,GPE,8,-0.5423
578564,Cadbury Schweppes,ORG,8,-0.5423
578564,ExxonMobil,ORG,8,-0.5423
578564,1995 to 2000,DATE,8,-0.5423
578564,CGTN,ORG,8,-0.5423
578564,China,GPE,8,-0.5423
578564,2001,DATE,8,-0.5423
578564,CCTV,ORG,8,-0.5423
578564,the following year,DATE,8,-0.5423
578564,China,GPE,8,-0.5423
578564,CNBC,ORG,8,-0.5423
578564,Asia,LOC,8,-0.5423
578564,nine years,DATE,8,-0.5423
578564,CCTV,ORG,8,-0.5423
578564,2012,DATE,8,-0.5423
578564,CGTN,ORG,8,-0.5423
2015530,Russia,GPE,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,Middle Eastern,LOC,7,-0.9994
2015530,North African,NORP,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,Russian,NORP,7,-0.9994
2015530,BEIRUT -- Layal Aswad,ORG,7,-0.9994
2015530,Lebanon,GPE,7,-0.9994
2015530,two-year,DATE,7,-0.9994
2015530,Russia,GPE,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,four,CARDINAL,7,-0.9994
2015530,48-year-old,DATE,7,-0.9994
2015530,Lebanon,GPE,7,-0.9994
2015530,Iraq,GPE,7,-0.9994
2015530,Syria,GPE,7,-0.9994
2015530,Sudan,GPE,7,-0.9994
2015530,Yemen,GPE,7,-0.9994
2015530,millions,CARDINAL,7,-0.9994
2015530,the Middle East,LOC,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,Russia,GPE,7,-0.9994
2015530,a third,CARDINAL,7,-0.9994
2015530,the Middle East,LOC,7,-0.9994
2015530,millions,CARDINAL,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,the Middle East,LOC,7,-0.9994
2015530,North Africa,GPE,7,-0.9994
2015530,Lama Fakih,PERSON,7,-0.9994
2015530,Middle East,LOC,7,-0.9994
2015530,North Africa,GPE,7,-0.9994
2015530,Human Rights Watch,ORG,7,-0.9994
2015530,late 2010,DATE,7,-0.9994
2015530,the Arab Spring,EVENT,7,-0.9994
2015530,the Middle East,LOC,7,-0.9994
2015530,Kristalina Georgieva,PERSON,7,-0.9994
2015530,the International Monetary Fund,ORG,7,-0.9994
2015530,Georgieva,PERSON,7,-0.9994
2015530,Sunday,DATE,7,-0.9994
2015530,the Doha Forum,FAC,7,-0.9994
2015530,Qatar,GPE,7,-0.9994
2015530,Iraq,GPE,7,-0.9994
2015530,Sudan,GPE,7,-0.9994
2015530,the past several weeks,DATE,7,-0.9994
2015530,Fakih,PERSON,7,-0.9994
2015530,Arab,NORP,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,more than 3.7 million,CARDINAL,7,-0.9994
2015530,Europe,LOC,7,-0.9994
2015530,World War II,EVENT,7,-0.9994
2015530,millions,CARDINAL,7,-0.9994
2015530,Palestinians,NORP,7,-0.9994
2015530,Lebanese,NORP,7,-0.9994
2015530,Yemenis,NORP,7,-0.9994
2015530,Syrians,NORP,7,-0.9994
2015530,Carnegie Middle East,LOC,7,-0.9994
2015530,last week,DATE,7,-0.9994
2015530,Syria,GPE,7,-0.9994
2015530,14.6 million,CARDINAL,7,-0.9994
2015530,this year,DATE,7,-0.9994
2015530,9%,PERCENT,7,-0.9994
2015530,2021,DATE,7,-0.9994
2015530,32%,PERCENT,7,-0.9994
2015530,2020,DATE,7,-0.9994
2015530,Joyce Msuya,PERSON,7,-0.9994
2015530,the United Nations,ORG,7,-0.9994
2015530,the U.N. Security Council,ORG,7,-0.9994
2015530,February,DATE,7,-0.9994
2015530,Yemen,GPE,7,-0.9994
2015530,millions,CARDINAL,7,-0.9994
2015530,seven years,DATE,7,-0.9994
2015530,U.N.,ORG,7,-0.9994
2015530,"more than 160,000",CARDINAL,7,-0.9994
2015530,Yemen,GPE,7,-0.9994
2015530,2022,DATE,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,U.N.,ORG,7,-0.9994
2015530,earlier this month,DATE,7,-0.9994
2015530,$1.3 billion,MONEY,7,-0.9994
2015530,less than a third,CARDINAL,7,-0.9994
2015530,Ghalib al-Najjar,PERSON,7,-0.9994
2015530,48-year-old,DATE,7,-0.9994
2015530,Yemeni,NORP,7,-0.9994
2015530,seven,CARDINAL,7,-0.9994
2015530,Sanaa,GPE,7,-0.9994
2015530,more than four years ago,DATE,7,-0.9994
2015530,Lebanon,GPE,7,-0.9994
2015530,the past two years,DATE,7,-0.9994
2015530,Beirut,GPE,7,-0.9994
2015530,2020,DATE,7,-0.9994
2015530,just six weeks,DATE,7,-0.9994
2015530,darker days ahead,DATE,7,-0.9994
2015530,this week,DATE,7,-0.9994
2015530,Hani Bohsali,PERSON,7,-0.9994
2015530,60%,PERCENT,7,-0.9994
2015530,Lebanon,GPE,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,Russia,GPE,7,-0.9994
2015530,Bohsali,PERSON,7,-0.9994
2015530,5,CARDINAL,7,-0.9994
2015530,1 gallon,CARDINAL,7,-0.9994
2015530,Lebanon,GPE,7,-0.9994
2015530,monthly,DATE,7,-0.9994
2015530,"675,000 Lebanese pounds",QUANTITY,7,-0.9994
2015530,29,MONEY,7,-0.9994
2015530,around 90%,PERCENT,7,-0.9994
2015530,October 2019,DATE,7,-0.9994
2015530,Aswad’s,ORG,7,-0.9994
2015530,monthly,DATE,7,-0.9994
2015530,the day,DATE,7,-0.9994
2015530,Picon,ORG,7,-0.9994
2015530,Aswad,PERSON,7,-0.9994
2015530,Syria,GPE,7,-0.9994
2015530,more than 11 years,DATE,7,-0.9994
2015530,more than 90%,PERCENT,7,-0.9994
2015530,the month,DATE,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,a recent day,DATE,7,-0.9994
2015530,one,CARDINAL,7,-0.9994
2015530,Damascus,GPE,7,-0.9994
2015530,Egypt,GPE,7,-0.9994
2015530,about a third,CARDINAL,7,-0.9994
2015530,more than 103 million,CARDINAL,7,-0.9994
2015530,Associated Press,ORG,7,-0.9994
2015530,three,CARDINAL,7,-0.9994
2015530,Cairo,GPE,7,-0.9994
2015530,earlier this month,DATE,7,-0.9994
2015530,Egyptians,NORP,7,-0.9994
2015530,up to 50%,PERCENT,7,-0.9994
2015530,Muslim,NORP,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,Doaa el-Sayed,PERSON,7,-0.9994
2015530,Egyptian,NORP,7,-0.9994
2015530,three,CARDINAL,7,-0.9994
2015530,Libya,GPE,7,-0.9994
2015530,Gaza,GPE,7,-0.9994
2015530,Ukraine,GPE,7,-0.9994
2015530,2 million,CARDINAL,7,-0.9994
2015530,Palestinian,NORP,7,-0.9994
2015530,years,DATE,7,-0.9994
2015530,Fayeq Abu Aker,PERSON,7,-0.9994
2015530,Gaza,GPE,7,-0.9994
2015530,Turkish,NORP,7,-0.9994
2015530,Aker,PERSON,7,-0.9994
2015530,Egypt,GPE,7,-0.9994
2015530,Gaza,GPE,7,-0.9994
2015530,four,CARDINAL,7,-0.9994
2015530,26,MONEY,7,-0.9994
2015530,40 years,DATE,7,-0.9994
2015530,Associated Press,ORG,7,-0.9994
2015530,Bassem Mroue,ORG,7,-0.9994
2015530,Beirut,GPE,7,-0.9994
2015530,Sammy Magdy,PERSON,7,-0.9994
2015530,Cairo,GPE,7,-0.9994
2015530,Wafaa Shurafa,PERSON,7,-0.9994
2015530,Gaza City,GPE,7,-0.9994
2015530,Rami Musa,PERSON,7,-0.9994
2015530,Benghazi,GPE,7,-0.9994
2015530,Libya,GPE,7,-0.9994
340497,Donald Trump,PERSON,6,-0.9712
340497,November,DATE,6,-0.9712
340497,the national Republican Party Trump,ORG,6,-0.9712
340497,Ga.,GPE,6,-0.9712
340497,Donald Trump's,PERSON,6,-0.9712
340497,the Republican Party,ORG,6,-0.9712
340497,Georgia,GPE,6,-0.9712
340497,Herschel Walker,PERSON,6,-0.9712
340497,U.S. Senate,ORG,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,David Perdue,PERSON,6,-0.9712
340497,Brian Kemp,PERSON,6,-0.9712
340497,Kemp,ORG,6,-0.9712
340497,2020,DATE,6,-0.9712
340497,Perdue,NORP,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Republican,NORP,6,-0.9712
340497,Vernon Jones,PERSON,6,-0.9712
340497,Congress,ORG,6,-0.9712
340497,Georgia,GPE,6,-0.9712
340497,Saturday,DATE,6,-0.9712
340497,night,TIME,6,-0.9712
340497,May 24,DATE,6,-0.9712
340497,GOP,ORG,6,-0.9712
340497,Democrat,NORP,6,-0.9712
340497,socialists,NORP,6,-0.9712
340497,communists,NORP,6,-0.9712
340497,first,ORDINAL,6,-0.9712
340497,RINO,ORG,6,-0.9712
340497,this spring,DATE,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Republican,NORP,6,-0.9712
340497,Republican,NORP,6,-0.9712
340497,Brian Kemp,PERSON,6,-0.9712
340497,Trump,WORK_OF_ART,6,-0.9712
340497,Republican,NORP,6,-0.9712
340497,Stacey Abrams,PERSON,6,-0.9712
340497,Democrat,NORP,6,-0.9712
340497,second,ORDINAL,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Stacey Abrams,PERSON,6,-0.9712
340497,Cody Hall,PERSON,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,50%,PERCENT,6,-0.9712
340497,Fox News,ORG,6,-0.9712
340497,this month,DATE,6,-0.9712
340497,Kemp,ORG,6,-0.9712
340497,50% to 39%,PERCENT,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Eric Tanenblatt,PERSON,6,-0.9712
340497,ex-Georgia,ORG,6,-0.9712
340497,Republican,NORP,6,-0.9712
340497,Sonny Perdue,PERSON,6,-0.9712
340497,David Perdue,PERSON,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Commerce,ORG,6,-0.9712
340497,Georgia,GPE,6,-0.9712
340497,Kemp,ORG,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,2020,DATE,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Georgia,GPE,6,-0.9712
340497,Jan. 6,DATE,6,-0.9712
340497,Kemp,PERSON,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Trump,PERSON,6,-0.9712
340497,Brian Kemp,PERSON,6,-0.9712
340497,Brian,PERSON,6,-0.9712
340497,the last two years,DATE,6,-0.9712
340497,2020,DATE,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Trump,ORG,6,-0.9712
340497,Republican,NORP,6,-0.9712
340497,2020,DATE,6,-0.9712
340497,first,ORDINAL,6,-0.9712
340497,GOP,ORG,6,-0.9712
340497,28 years,DATE,6,-0.9712
