article_id,entities
634084,Capitol (ORG); Capitol (FAC); 1 year later (DATE); The Department of Justice (ORG); Jan. 6 (DATE); U.S. (GPE); Capitol (FAC); ABC News (ORG); the past two months (DATE); Donald Trump (PERSON); Save America (WORK_OF_ART); Ellipse (PRODUCT); the White House (FAC); first (ORDINAL); the Washington Post (ORG); the Department of Justice (ORG); ABC News (ORG); one (CARDINAL); Jan. 6 (DATE); Merrick Garland (PERSON); Jan. 5 (DATE); one year (DATE); Capitol (ORG); Garland (PERSON)
639144,Will Smith (PERSON); Chris Rock (PERSON); Will Smith (PERSON); Chris Rock (PERSON); Chris (PERSON); Judy Gold (PERSON); Smith (ORG); George Carlin (PERSON); 1972 (DATE); seven (CARDINAL); Dave Chappelle (PERSON); last year (DATE); Netflix (GPE); Kathy Griffin's (PERSON); 2017 (DATE); Donald Trump (PERSON); Smith (GPE); Chris Rock (PERSON); Sheryl Underwood (PERSON); “The Talk (WORK_OF_ART); Tuesday (DATE); third (ORDINAL); Griffin (GPE); Will Smith (PERSON); Gilbert Gottfried (PERSON); The Associated Press (ORG); Chris Rock (PERSON); Chris Rock (PERSON); Dean Obeidallah (PERSON); Will Smith (PERSON); Obeidallah (ORG); The Los Angeles Police Department (ORG); Sunday (DATE); Smith (ORG); Sunday (DATE); Oscar (PERSON); Comedian (NORP); Yamaneika Saunders (PERSON); Smith (ORG); Sunday (DATE); two (CARDINAL); Insult (ORG); Ricky Gervais (PERSON); Golden Globe (PERSON); 2011 (DATE); White House (ORG); Barack Obama (PERSON); first (ORDINAL); Smith (PERSON); Jada Pinkett Smith (PERSON); Sunday (DATE); Regina Hall (FAC); Smith (GPE); Pinkett Smith (FAC); Jada (PERSON); Pinkett Smith (PERSON); Demi Moore's (PERSON); 1997 (DATE); Smith (PERSON); Smith (GPE); “King Richard (WORK_OF_ART); the Dolby Theatre (ORG); The Academy of Motion Pictures Arts and Sciences (ORG); Smith (ORG); Smith (PERSON); Sunday (DATE); the next day (DATE); Instagram (ORG); Pinkett Smith's (PERSON); first (ORDINAL); Wednesday (DATE); Boston (GPE); Obeidallah (ORG); 2020 (DATE); Comedians (NORP); Trouble (GPE); Carlin (GPE); Will Smith (PERSON); Lynn Elber (PERSON); Los Angeles (GPE); AP (ORG); David Bauder (PERSON); New York (GPE)
676909,Joe Biden (PERSON); Transgender Day (ORG); WASHINGTON (GPE); Joe Biden (PERSON); Transgender Day (ORG); Thursday (DATE); the White House (ORG); Jeopardy (WORK_OF_ART); Amy Schneider (PERSON); first (ORDINAL); second (ORDINAL); Doug Emhoff (PERSON); Rachel Levine (PERSON); first (ORDINAL); Senate (ORG); Washington (GPE); Biden (PERSON); the Health and Human Services Department (ORG); first (ORDINAL); Republican (NORP); election season (DATE); U.S. (GPE); April 11 (DATE); Transportation Security Administration (ORG); Social Security Administration (ORG); the White House (ORG); the White House Worker (FAC); Precheck (GPE); Transportation Security Administration (ORG); Jeopardy (WORK_OF_ART); Schneider (PERSON); Biden (PERSON); Congress (ORG); the Equality Act (LAW); Biden (PERSON); Biden (PERSON); At least 10 (CARDINAL); Texas (GPE); Republican (NORP); Greg Abbott (PERSON); Florida (GPE); Ron DeSantis (PERSON); Republican (NORP); 2024 (DATE); Monday (DATE); third (ORDINAL); Republicans (NORP); Associated Press (ORG); Meg Kinnard (PERSON); Columbia (GPE); South Carolina (GPE); Colleen Long (PERSON); Ben Fox (PERSON)
678224,U.S. (GPE); Putin (PERSON); US (GPE); Pentagon (ORG); daily (DATE); Russian (NORP); Ukraine (GPE); Ukraine (GPE); U.S. (GPE); Wednesday (DATE); Day 36 (DATE); Russians (NORP); U.S. (GPE); roughly 20% (PERCENT); Russian (NORP); Ukrainian (NORP); Ukrainians (NORP); Russian (NORP); Kyiv (GPE); Hostomel (PERSON); Hostomel airfield (PERSON); Kyiv (PERSON); Donbas (PERSON); Kyiv (PERSON); Donbas (PERSON); Russia (GPE); Donbas (GPE); Ukrainians (NORP); Ukrainians (NORP); the last eight years (DATE); Russian (NORP); Donbas (PERSON); Russia (GPE); the Black Sea and Sea of Azov (LOC); Donbas (GPE); Putin (PERSON); Putin (PERSON); Russian (NORP); Vladimir Putin (PERSON); Russians (NORP); Odesa (PERSON); Kherson (PERSON); Kherson (PERSON); Russians (NORP); Russian (NORP); Ukrainians (NORP); Kherson (PERSON); Mariupol (GPE); the last 24 hours (TIME); Mariupol (ORG)
723811,"Scott Morrison (PERSON); Australia (GPE); Bushmaster (PERSON); Ukraine (GPE); Volodymyr Zelenskyy (PERSON); Australian (NORP); Ukraine (GPE); Russia (GPE); Ukrainians (NORP); CANBERRA (GPE); Australia (GPE); Scott Morrison (PERSON); Friday (DATE); Australia (GPE); Bushmaster (PERSON); Ukraine (GPE); Volodymyr Zelenskyy (PERSON); Australian (NORP); Ukraine (GPE); Russia (GPE); Zelenskyy (PERSON); the Australian Parliament (ORG); Thursday (DATE); Australian (NORP); four (CARDINAL); Morrison (PERSON); Boeing (ORG); C-17 Globemaster (PRODUCT); Bushmasters (ORG); Morrison (PERSON); Zelenskyy (PERSON); the Australian Parliament (ORG); 16-minute (TIME); Zelenskyy (ORG); Russian (NORP); Russia (GPE); Zelenskyy (PERSON); Bushmaster (PERSON); Bushmasters (ORG); Ukraine (GPE); Zelenskyy (PERSON); Ukrainian (NORP); 15,000 kilometers (QUANTITY); 9,300 miles (QUANTITY); Australian (NORP); Canberra (GPE); Zelenskyy (ORG); Australia (GPE); Russian (NORP); Ukraine (GPE); China (GPE); Taiwan (GPE); Russia (GPE); Russia (GPE); Zelenskyy (PERSON); Zelenskyy (ORG); Russia (GPE); Ukraine (GPE); Moscow (GPE); 2014 (DATE); Malaysia Airlines (ORG); Ukraine (GPE); Two weeks ago (DATE); Australian (NORP); Dutch (NORP); Russia (GPE); the International Civil Aviation Organization (ORG); Moscow (GPE); 298 (CARDINAL); 196 (CARDINAL); Dutch (NORP); 38 (CARDINAL); Australian (NORP); Scott Morrison (PERSON); Australia (GPE); 25 million Australian dollars (MONEY); $19 million (MONEY); Morrison (PERSON); Australia (GPE); Ukraine (GPE); $68 million (MONEY); $49 million (MONEY); 70,000 metric tons (QUANTITY); 77,200 (CARDINAL); U.S. (GPE); Earlier Thursday (DATE); Australia (GPE); an additional 35% (PERCENT); Russia (GPE); Belarus (GPE); April 25 (DATE); Russia (GPE); Russia (GPE); Australian (NORP); more than 500 (CARDINAL); Russia (GPE); Belarus (GPE); 80% (PERCENT); Russian (NORP); Russian (NORP); Associated Press (ORG); Nick Perry (PERSON); Wellington (GPE); New Zealand (GPE)"
746815,"ABC News' (ORG); Maggie Rulli (PERSON); Ukraine (GPE); Ukraine (GPE); five days (DATE); Ukraine (GPE); more than 650 (CARDINAL); Slovakia (GPE); Hungary (GPE); Romania (GPE); Moldova (GPE); more than 1 million (CARDINAL); Moldova (PERSON); Ukraine (GPE); non-NATO (ORG); non-EU (ORG); Moldova (GPE); Ukraine (GPE); two (CARDINAL); Europe (LOC); Russian (NORP); Ukrainians (NORP); Moldovans (NORP); more than 380,000 (CARDINAL); more than 15% (PERCENT); four years (DATE); up to 200 (CARDINAL); Irina (ORG); four-year-old (DATE); Arcadyi (PERSON); Irina (ORG); Odessa (PERSON); 18 (CARDINAL); October (DATE); Ukraine (GPE); at least one (CARDINAL); Moldova (GPE); Moldova (ORG); Ukraine (GPE); Russia (GPE); pro-Russian (NORP); Z (ORG); Putin (PERSON); Russia (GPE); Russia (GPE); Ukrainians (NORP); Russian (NORP); Moldova (GPE); Russia (GPE); Romania (GPE); Ukraine (GPE); Putin (PERSON); Romania (GPE); NATO (ORG); European Union (ORG); Romania (GPE); Ukraine (GPE); EU (ORG); two (CARDINAL); Ukraine (GPE); at least one (CARDINAL); Siret (GPE); Romania (GPE); Elenea (GPE); Katya (PERSON); Kiev (GPE); Katya (GPE); Elenea (GPE); FaceTimes (ORG); about hundreds of thousands (CARDINAL); Ukrainians (NORP); Ukraine (GPE); one million (CARDINAL); 2 (CARDINAL); 3 million (CARDINAL); Slovakia (GPE); Pavel Novack (PERSON); less than a mile (QUANTITY); one (CARDINAL); 24 (CARDINAL); more than 100 (CARDINAL); the day (DATE); 34 (CARDINAL); one (CARDINAL); Pavel (PERSON); Orthodox (NORP); Christianity (NORP); a day (DATE); hundreds of miles (QUANTITY); days (DATE); our final day (DATE); Moldova (GPE); Moldovan (PERSON); just a few dozen miles (QUANTITY)"
1138187,Don Young (PERSON); Sarah Palin (PERSON); Congress (ORG); GOP (ORG); Alaska (GPE); Sarah Palin (PERSON); Alaska (GPE); Congress (ORG); Don Young (PERSON); Friday (DATE); Today I’m (WORK_OF_ART); U.S. (GPE); House (ORG); Alaska (GPE); Palin (PERSON); Alaska (GPE); Congress (ORG); Young (PERSON); 49 years (DATE); March 18 (DATE); 88 years old (DATE); Seattle (GPE); Alaska (GPE); House (ORG); Tiffany Montemayor (PERSON); the Alaska Division of Elections (ORG); ABC News (ORG); Palin (GPE); Friday (DATE); afternoon (TIME); 5 p.m. (TIME); Friday (DATE); June 11 (DATE); Aug. 16 (DATE); Palin (GPE); 58 (DATE); 2009 (DATE); GOP (ORG); Donald Trump (PERSON); America (GPE); Palin (PERSON); Alaska (GPE); Alaska (GPE); John McCain (PERSON); 2008 (DATE); Palin (GPE); the 13 years (DATE); two (CARDINAL); Going Rogue (WORK_OF_ART); America by Heart (WORK_OF_ART); years (DATE); Fox News (ORG); Sarah Palin's (PERSON); Alaska (GPE); Fox (ORG); The Masked Singer (WORK_OF_ART); 2020 (DATE); last month (DATE); New York (GPE); The New York Times (ORG); 2017 (DATE); ABC News' (ORG); Ben Siegel (PERSON); Michelle Stoddart (PERSON)
1549013,"Russian (NORP); Ukraine (GPE); April 6, 2022 (DATE); Moscow (GPE); Ukraine (GPE); Russians (NORP); annual (DATE); Friday (DATE); 134,500 (CARDINAL); one-year (DATE); Defense (ORG); Sergei Shoigu (PERSON); this week (DATE); Russia (GPE); Chechnya (GPE); the 1990s (DATE); early 2000s (DATE); thousands (CARDINAL); Vladislav (PERSON); 22-year-old (DATE); Russian (NORP); one year (DATE); Moscow (GPE); Vladimir Putin (PERSON); Russian (NORP); Ukraine (GPE); its initial days (DATE); Videos (ORG); Ukraine (GPE); Russians (NORP); one (CARDINAL); 20-year-old (DATE); first (ORDINAL); Lyubov (PERSON); The Defense Ministry (ORG); Ukraine (GPE); Ukraine (GPE); Lyudmila Narusova (PERSON); Russian (NORP); early March (DATE); 100 (CARDINAL); only four (CARDINAL); Svetlana Agapitova (PERSON); St. Petersburg (GPE); Wednesday (DATE); seven (CARDINAL); Ukraine (GPE); two (CARDINAL); Russia (GPE); recent years (DATE); Kremlin (ORG); 1 million (CARDINAL); over 400,000 (CARDINAL); 147,000 (CARDINAL); Kremlin (ORG); Chechnya (GPE); Dmitry (ORG); 25-year-old (DATE); Dmitry (ORG); months (DATE); Ukraine (GPE); Alexei Tabalov (PERSON); Tabalov (PERSON); Russian (NORP); Ukraine (GPE); Tabalov (PERSON); Kremlin (ORG); Ukraine (GPE); Russians (NORP); Putin (PERSON); one day (DATE); Defense Ministry (ORG); Tabalov (PERSON); Ukrainian (NORP); Volodymyr Zelenskyy (PERSON); Russian (NORP); nighttime (TIME); Ukrainian (GPE); Russian (LANGUAGE); 21-month (DATE); Tabalov (ORG); AP (ORG)"
704263,"Ukrainian (NORP); Volodymyr Zelenskyy (PERSON); Russian (NORP); Ukraine (GPE); Ukrainian (NORP); Volodymyr Zelenskyy (PERSON); early Saturday (DATE); Russian (NORP); Mariupol (ORG); Russian (NORP); the second day in a row (DATE); Kremlin (ORG); Ukrainians (NORP); Russian (NORP); Ukraine (GPE); Moscow (GPE); first (ORDINAL); Ukrainian (NORP); Russian (NORP); Kremlin (ORG); Dmitry Peskov (PERSON); five weeks (DATE); Moscow (GPE); 150,000 (CARDINAL); Ukraine (GPE); Russia (GPE); earlier this week (DATE); Ukrainian (NORP); Chernihiv (GPE); Zelenskyy (PERSON); Russians (NORP); Kyiv (GPE); Chernihiv (GPE); Ukrainian (GPE); Ukraine (GPE); Kremlin (ORG); Russian (LANGUAGE); Donbas (GPE); Mariupol (ORG); Zelenskyy (PERSON); Russians (NORP); Friday (DATE); earlier in the week (DATE); Ukraine (GPE); NATO (ORG); Moscow (GPE); thousands (CARDINAL); more than 4 million (MONEY); Ukraine (GPE); Russian (NORP); Vladimir Putin (PERSON); Crimea (ORG); Ukraine (GPE); 2014 (DATE); Mariupol (ORG); Volodymyr Fesenko (PERSON); Ukrainian (NORP); Penta (GPE); Mariupol (ORG); Ukrainian (NORP); Fesenko (PERSON); Putin (PERSON); Mariupol (ORG); Friday (DATE); the International Committee for the Red Cross (ORG); Mariupol (GPE); Russians (NORP); Mariupol (ORG); Russians (NORP); Mariupol (ORG); Ukraine (GPE); Andryushchenko (PERSON); Mariupol (ORG); Telegram (ORG); Russian (NORP); 100,000 (CARDINAL); 430,000 (CARDINAL); weeks (DATE); Russian (NORP); Mariupol (GPE); Red Cross (ORG); Thursday (DATE); Russian (NORP); 45 (CARDINAL); Mariupol (ORG); 14 tons (QUANTITY); Ukrainian (GPE); Zelenskyy (PERSON); more than 3,000 (CARDINAL); Mariupol (ORG); Friday (DATE); French (NORP); Emmanuel Macron (PERSON); the European Parliament (ORG); Roberta Metsola (PERSON); Europe (LOC); n’t (GPE); Mariupol (ORG); Zelenskyy (PERSON); at least three (CARDINAL); Russian (NORP); late Friday (DATE); the Crimean Peninsula (LOC); Odesa (GPE); the Black Sea (LOC); Maksim Marchenko (PERSON); Ukrainian (NORP); Iskander (ORG); Ukraine (GPE); Marchenko (PERSON); Odesa (GPE); Ukraine (GPE); Russian Defense Ministry (ORG); Igor Konashenkov (PERSON); two (CARDINAL); Ukrainian (NORP); Belgorod (GPE); about 25 kilometers (QUANTITY); 16 miles (QUANTITY); Ukraine (GPE); two (CARDINAL); Rosneft (ORG); Oleksiy Danilov (PERSON); Ukraine (GPE); national security council (ORG); Ukrainian (NORP); Fox (ORG); Zelenskyy (PERSON); Ukraine (GPE); Russia (GPE); Ukraine (GPE); last week (DATE); Russian (NORP); Ukraine (GPE); 29 (CARDINAL); Chernihiv (NORP); Russian (NORP); Popasna (GPE); Rubizhne (PERSON); Mariupol (ORG); Ukrainian (NORP); Russia (GPE); Friday (DATE); annual (DATE); 134,500 (CARDINAL); one-year (DATE); Russian (NORP); Russians (NORP); Kyiv (GPE); Russian (NORP); Irpin (GPE); Three (CARDINAL); Lila (PERSON); March 5 (DATE); Russian (NORP); Irpin (GPE); Andriy (ORG); Russians (NORP); Tuesday (DATE); The next day (DATE); close to an hour (TIME); Ukrainian (NORP); Andriy (ORG); Karmanau (ORG); Lviv (GPE); Ukraine (GPE); Andrea Rosa (PERSON); Irpin (GPE); Ukraine (GPE); Associated Press (ORG); AP (ORG)"
726445,"The European Union (ORG); China (GPE); n’t (GPE); Russia (GPE); Ukraine On Location (ORG); March 31, 2022 (DATE); BRUSSELS (GPE); Top European Union (ORG); Friday (DATE); Chinese (NORP); Li Keqiang (PERSON); 27 (CARDINAL); Beijing (GPE); Russia (GPE); Ukraine (GPE); European Council (ORG); Charles Michel (PERSON); Commission (ORG); Ursula von der (PERSON); Leyen (GPE); EU (ORG); Josep Borrell (PERSON); Chinese (NORP); Communist Party (ORG); Xi Jinping (PERSON); annual (DATE); EU (ORG); Beijing (GPE); Ukraine (GPE); China (GPE); the European Parliament (ORG); Beijing (GPE); EU (ORG); Lithuania (GPE); Taiwan (GPE); China (GPE); Communist Party (ORG); China (GPE); China (GPE); Beijing (GPE); European (NORP); China (GPE); the United States (GPE); Ukraine (GPE); EU (ORG); Ukrainian (NORP); China (GPE); Russia (GPE); Russian (NORP); Moscow (GPE); China (GPE); Russia (GPE); EU (ORG); Thursday (DATE); daily (DATE); Friday (DATE); Chinese Foreign Ministry (ORG); Zhao Lijian (PERSON); Ukraine (GPE); Beijing (GPE); the Cold War (EVENT); China (GPE); Russia (GPE); China (GPE); Zhao (PERSON); EU (ORG); China (GPE); Chinese (NORP); Russia (GPE); EU (ORG); 13.7% (PERCENT); China (GPE); 27 (CARDINAL); 12% (PERCENT); the United States (GPE); just 2.4% (PERCENT); Russia (GPE); Africa (LOC); Middle East (LOC); EU (ORG); China (GPE); Lithuania (GPE); Baltic (NORP); Taiwan (GPE); Vilnius (PERSON); Taiwan (GPE); China (GPE); Lithuania (GPE); Beijing (GPE); European Union (ORG); last year (DATE); EU (GPE); Britain (GPE); Canada (GPE); the United States (GPE); China (GPE); Xinjiang (GPE); The European Parliament (ORG); EU (ORG); China (GPE); Xinjiang (GPE); Tibet (GPE); Hong Kong (GPE); Chinese (NORP); Sakharov Prize (PERSON); Ilham Tohti (PERSON); Chinese-Swedish (NORP); Gui Minhai (PERSON); EU (ORG); Chinese (NORP); Sophie Richardson (ORG); China (GPE); Human Rights Watch (ORG); Brussels (GPE); Richardson (PERSON); Beijing (GPE)"
726571,"Russia (GPE); India (GPE); one (CARDINAL); Moscow (GPE); Ukraine (GPE); Indian (NORP); March 31, 2022 (DATE); Russia (GPE); India (GPE); one (CARDINAL); Moscow (GPE); Ukraine (GPE); Indian (NORP); Friday (DATE); Washington (GPE); New Delhi (GPE); Russia (GPE); India (GPE); Subrahmanyam Jaishankar (PERSON); Russian (NORP); Sergey Lavrov (PERSON); two (CARDINAL); Jaishankar (PERSON); India (GPE); Russia (GPE); Ukraine (GPE); Lavrov (ORG); India (GPE); one (CARDINAL); Russian (NORP); India (GPE); Moscow (GPE); two (CARDINAL); India (GPE); Moscow (GPE); the Cold War (EVENT); Russia (GPE); Thursday (DATE); U.S. State Department (ORG); Ned Price (PERSON); U.S. (GPE); India (GPE); Russia (GPE); Ukraine (GPE); the Russian Federation (GPE); Washington (GPE); U.S. (GPE); Russian (NORP); up to 60% (PERCENT); Indian (NORP); Russia (GPE); New Delhi (GPE); 2-year-old (DATE); China (GPE); tens of thousands (CARDINAL); Twenty (CARDINAL); Indian (NORP); four (CARDINAL); Chinese (NORP); 2020 (DATE); the early 1990s (DATE); about 70% (PERCENT); Indian (NORP); 80% (PERCENT); 85% (PERCENT); Soviet (NORP); India (GPE); Russian (NORP); the United States (GPE); Israel (GPE); France (GPE); Italy (GPE); Russia (GPE); Last month (DATE); Indian Oil Corp. (ORG); 3 million barrels (QUANTITY); Russia (GPE); Jaishankar (PERSON); British (NORP); Liz Truss (PERSON); Thursday (DATE); India (GPE); March (DATE); Europe (LOC); 15% (PERCENT); Russia (GPE); February (DATE); the Middle East (LOC); India (GPE); less than 1% (PERCENT); Russia (GPE); India (GPE); two-three months (DATE); 10 (CARDINAL); The United States (GPE); Britain (GPE); India (GPE); Russian (NORP); Indian (NORP); Russia (GPE); 20% (PERCENT)"
728906,"Friday (DATE); four (CARDINAL); Michigan (GPE); Gretchen Whitmer (PERSON); Whitmer (PERSON); Jurors (ORG); Friday (DATE); four (CARDINAL); Michigan (GPE); Gretchen Whitmer (PERSON); two (CARDINAL); one (CARDINAL); Daniel Harris (PERSON); Thursday (DATE); Whitmer (PERSON); Adam Fox (PERSON); Barry Croft Jr. (PERSON); Brandon Caserta (PERSON); four (CARDINAL); Whitmer (PERSON); fall 2020 (DATE); COVID-19 (ORG); October 2020 (DATE); 4,000 (MONEY); stymie (GPE); Michigan (GPE); Harris (PERSON); days (DATE); Harris (PERSON); U.S. (GPE); Jonathan Roth (PERSON); one (CARDINAL); Harris (PERSON); U.S. (GPE); Robert Jonker (PERSON); Roth (PERSON); Harris (PERSON); Whitmer (PERSON); Harris (PERSON); Marine (NORP); Luther (GPE); Michigan (GPE); September 2020 (DATE); about a month (DATE); Roth (PERSON); Croft (ORG); Roth (PERSON); Harris (PERSON); Whitmer (ORG); second (ORDINAL); Harris (PERSON); evening (TIME); Elk Rapids (GPE); Michigan (GPE); Whitmer (PERSON); Harris (PERSON); 200 (MONEY); Two (CARDINAL); Ty Garbin (PERSON); Kaleb Franks (PERSON); Garbin (ORG); last week (DATE); Joe Biden (PERSON); Democrat (NORP); March 17 (DATE); Donald Trump (PERSON); Trump (ORG); Jan. 6 (DATE); Capitol (ORG); AP (ORG); Whitmer (PERSON); Detroit (GPE)"
734285,"Russia (GPE); Robert Abrams (PERSON); Ukraine (GPE); More than a month (DATE); Russia (GPE); Ukrainian (NORP); This week (DATE); Ukrainian (NORP); Russian (NORP); Chernihiv (GPE); U.S. (GPE); Russia (GPE); days (DATE); Ukraine (GPE); Pentagon (ORG); John Kirby (PERSON); this week (DATE); Ukrainians (NORP); David and Goliath (WORK_OF_ART); Ukraine (GPE); Russia (GPE); Robert Abrams (PERSON); ABC News (ORG); U.S. (GPE); Korea (GPE); Russia (GPE); Ukrainians (NORP); days (DATE); Russia (GPE); Russian (NORP); Russia (GPE); late last week (DATE); 1,351 (CARDINAL); Russian (NORP); NATO (ORG); last week (DATE); between 7,000 and 15,000 (CARDINAL); West (LOC); Ukraine (GPE); U.S. (GPE); NATO (ORG); Ukraine (GPE); more than 17,000 (CARDINAL); Javelin (PERSON); less than a week (DATE); the New York Times (ORG); early March (DATE); U.S. (GPE); hundreds of millions of dollars (MONEY); Ukraine (GPE); just one (CARDINAL); two (CARDINAL); Germany (GPE); U.K. (GPE); Javelin (PERSON); Ukrainian (NORP); Javelin (PRODUCT); Stinger (PRODUCT); Congressional (NORP); Tuesday (DATE); Tod Wolters (PERSON); U.S. (GPE); Europe (LOC); Ukraine (GPE); Russian (NORP); U.S. (GPE); Ukrainian (NORP); Russians (NORP); U.S. (GPE); over 30 years (DATE); Abrams (WORK_OF_ART); up to 2 miles (QUANTITY); about 6 miles (QUANTITY); Abrams (PERSON); Ukrainian (NORP); Russian (NORP); Ukraine (GPE); Russians (NORP); Abrams (WORK_OF_ART); Ukrainian (NORP); Abrams (WORK_OF_ART); Ukrainians (NORP); Russians (NORP); Ukrainian (GPE); Abrams (WORK_OF_ART); Ukrainians (NORP); one (CARDINAL); Russian (NORP); Russia (GPE); last week (DATE); first (ORDINAL); Ukrainian (NORP); Donbas (GPE); Russia (GPE); thousands (CARDINAL); Ukraine (GPE); hundreds (CARDINAL); Ukrainian (GPE); Volodymyr Zelenskyy (PERSON); one (CARDINAL); Abrams (PERSON); Ukraine (GPE); Ukraine (GPE); Abrams (PERSON); Russia (GPE); Ukraine (GPE); Crimea (ORG); 2014 (DATE); West (LOC); Ukrainian (NORP); Russia (GPE); Abrams (WORK_OF_ART); Russia (GPE); Ukraine (GPE); Russia (GPE); Russian (NORP); Abrams (PERSON); Abrams (WORK_OF_ART); Ukrainian (NORP); ABC News' (ORG); Luis Martinez (PERSON)"
755329,"March marks (DATE); the 11th consecutive month (DATE); 400,000 (CARDINAL); Biden (PERSON); Americans (NORP); Joe Biden (PERSON); Friday (DATE); Ukraine (GPE); Americans (NORP); Biden (PERSON); the White House (ORG); U.S. (GPE); 431,000 (CARDINAL); March (DATE); 3.6% (PERCENT); the Bureau of Labor Statistics (ORG); Friday (DATE); Putin (PERSON); Ukraine (GPE); Biden (PERSON); Thursday (DATE); 180 million barrels (QUANTITY); the Strategic Petroleum Reserve (ORG); Putin (PERSON); Ukraine (GPE); the Biden White House (FAC); Putin (PERSON); Putin (PERSON); American (NORP); American (NORP); Europe (LOC); Biden (PERSON); next week (DATE); March (DATE); January (DATE); February (DATE); 95,000 (CARDINAL); those months (DATE); 10% (PERCENT); 13% (PERCENT); the previous month (DATE); March (DATE); the 11th consecutive month (DATE); 400,000 (CARDINAL); The Wall Street Journal (ORG); U.S. (GPE); 1939 (DATE); More than 19.9 million (CARDINAL); 22 million (CARDINAL); the summer (DATE); March (DATE); summer (DATE); Mark Zandi (PERSON); Moody's Analytics (ORG); Twitter (PRODUCT); one (CARDINAL); 40-year (DATE); Biden (PERSON); year (DATE); Seventy percent (PERCENT); Americans (NORP); ABC News (ORG); earlier this month (DATE); the Federal Reserve (ORG); just two weeks ago (DATE); first (ORDINAL); 2018 (DATE); six (CARDINAL); this year (DATE); ABC News' (ORG); Zunaira Zaki (PERSON); Justin Gomez (PERSON)"
757828,"Europe (LOC); April 1, 2022 (DATE); LONDON (GPE); Europe (LOC); EU (ORG); Friday (DATE); Russia (GPE); Ukraine (GPE); 19 (CARDINAL); euro (ORG); annual (DATE); 7.5% (PERCENT); March (DATE); the European Union (ORG); Eurostat (ORG); last month (DATE); 5.9% (PERCENT); the fifth straight month (DATE); 1997 (DATE); Europe (LOC); 44.7% (PERCENT); last month (DATE); 32% (PERCENT); February (DATE); Eurostat (ORG); COVID-19 (ORG); Russia (GPE); Ukraine (GPE); Europe (LOC); 5% (PERCENT); 4.2% (PERCENT); the prior month (DATE); Mina Agib (PERSON); Egyptian (NORP); Meya Meya (ORG); Berlin (GPE); 70% to 100% (PERCENT); Two weeks ago (DATE); one (CARDINAL); 70 euro cents (MONEY); 77 cents (MONEY); Agib (ORG); next week (DATE); Agib (ORG); One (CARDINAL); half (CARDINAL); first (ORDINAL); a year ago (DATE); this week (DATE); Cologne (GPE); Germany (GPE); Andreas Langheim (PERSON); Langheim (PERSON); 62 (DATE); 3.4% (PERCENT); 3.1% (PERCENT); the month before (DATE); 2.7% (PERCENT); 2.5% (PERCENT); the European Central Bank (ORG); Last month (DATE); ECB (ORG); Jack Allen-Reynolds (PERSON); Europe (LOC); Capital Economics (ORG); U.S. (GPE); 40-year (DATE); 7.9% (PERCENT); European (NORP); Britain (GPE); Norway (GPE); the Czech Republic (GPE); Italian (NORP); Mario Draghi (PERSON); European Central Bank (ORG); Thursday (DATE); Draghi (ORG); Italy (GPE); thousands (CARDINAL); Associated Press (ORG); Frank Jordans (PERSON); Berlin (GPE); Daniel Niemann (PERSON); Cologne (GPE); Germany (GPE); Rome (GPE); Colleen Barry (PERSON); Milan (GPE)"
777480,four (CARDINAL); six (CARDINAL); Michigan (GPE); Gretchen Whitmer (PERSON); 2020 (DATE); Brandon Caserta (PERSON); Barry Croft (PERSON); Adam Fox (PERSON); Daniel Harris (PERSON); Whitmer (PERSON); four (CARDINAL); two (CARDINAL); Ty Garbin (PERSON); Kaleb Franks (ORG); U.S. (GPE); Nils Kessler (PERSON); Michigan (GPE); the middle of the night (DATE); America (GPE); 2020 (DATE); four (CARDINAL); Kessler (PERSON); Christopher Gibbons (PERSON); Adam Fox (PERSON); Fox (ORG); Whitmer (PERSON); Fox (PERSON); Fox (ORG); Gibbons (PERSON); Gibbons (PERSON); Capitol (FAC); Whitmer (PERSON); Good Morning America (WORK_OF_ART); Democrats (NORP); Republicans (NORP); Whitmer (PERSON); ISIS (ORG)
